,Symbol,Close,sma,ema
0,MOREPENLAB,31.55,30.7125,30.767679492576747
0,MOTILALOFS,707.8,668.3075,676.035331614354
0,MOTOGENFIN,28.75,25.562500000000004,25.93655043681968
0,MPSLTD,963.7,945.2375,934.248332140299
0,MRPL,61.75,58.182500000000005,58.788451306368316
0,MSTCLTD,317.7,314.3075,312.78639556689706
0,MTNL,29.25,24.377499999999998,24.728095552516947
0,MUKANDLTD,116.75,109.79749999999999,111.13946850637544
0,MUTHOOTCAP,294.5,286.1175,288.65252739561134
0,NAGREEKCAP,20.45,15.170000000000002,15.772130865558594
0,NAGREEKEXP,45.05,42.602500000000006,42.95622114141686
0,NAM-INDIA,267.4,265.99249999999995,267.29742315118654
0,NATHBIOGEN,175.1,168.4925,171.4775121158272
0,NATIONALUM,77.35,76.8475,76.84149876623282
0,NAUKRI,4136.2,4007.9275000000002,4043.5005409346486
0,NAVA,219.55,186.89249999999998,190.94104891278243
0,NAVKARCORP,62.95,60.40749999999999,61.79897729756327
0,NAVNETEDUL,132.15,129.2575,131.3706022872402
0,NBCC,40.75,41.072500000000005,40.27443192919553
0,NCC,85.95,82.56250000000001,82.9307013239945
0,NDGL,1438.25,1445.655,1433.878912511319
0,NECLIFE,22.85,21.775,22.18049448422594
0,NELCAST,103.9,97.1075,99.88833252794308
0,NESCO,633.8,630.1449999999999,629.9657793718826
0,NETWORK18,71.85,69.09750000000001,70.31415797225631
0,NEULANDLAB,1689.75,1705.9724999999999,1673.4345177014754
0,NEWGEN,371.65,357.9525,358.883506916344
0,NEXTMEDIA,7.25,5.9225,6.205492247269106
0,NFL,75.9,59.64000000000001,60.671031841109794
0,NIACL,122.7,107.715,109.41932706469133
0,NITCO,25.9,24.435,24.944528413301988
0,NITIRAJ,74.85,73.575,74.39575091520895
